,ParcelID,ActualYear,TotalFinis,SaleAmount,NumberBeds,year,month,year-month,price_SF,geometry,DISTRICTID,GEOID,ZONE
584,082I421,1988,2329,259700,3,2018,11,2018-11,111.5070846,POINT (687363.6824513968 1287417.5062822362),1,13073030108,R-3
587,082I424,1988,2911,375000,3,2022,7,2022-7,128.8217108,POINT (687400.6940324408 1287723.4122557591),1,13073030108,R-3
588,082I425,1990,2916,420000,4,2022,3,2022-3,144.0329218,POINT (687263.7443264074 1287726.597776558),1,13073030108,R-3
599,082J253,1993,1364,179000,3,2020,5,2020-5,131.2316716,POINT (678751.584051067 1288385.510659712),1,13073030105,R-2
600,082J254,1993,1891,220000,3,2021,12,2021-12,116.3405605,POINT (678793.4026560164 1288260.4078586362),1,13073030105,R-2
605,082J259,1993,1788,187000,3,2020,8,2020-8,104.5861298,POINT (679039.924254487 1287901.2957109772),1,13073030105,R-2
610,082J264,1992,1317,189900,3,2021,10,2021-10,144.191344,POINT (679259.7885726282 1287382.0818975389),1,13073030105,R-2
614,082J268,1993,1567,173000,3,2019,6,2019-6,110.4020421,POINT (679388.5189987713 1287104.5749362882),1,13073030105,R-2
615,082J269,1992,1546,135000,3,2018,10,2018-10,87.3221216,POINT (679445.5528476156 1287060.411751195),1,13073030105,R-2
624,082J278,1993,1498,165000,3,2019,3,2019-3,110.1468625,POINT (679011.7981317309 1286892.3967972104),1,13073030105,R-2
632,082J286,1993,2198,282100,3,2023,2,2023-2,128.343949,POINT (678772.4716394088 1287400.2937593658),1,13073030105,R-2
634,082J288,1995,1330,175000,3,2021,2,2021-2,131.5789474,POINT (678584.5806248662 1287514.577094469),1,13073030105,R-2
636,082J290,1993,1783,180000,3,2020,12,2020-12,100.9534492,POINT (678365.0662736582 1287544.4422820436),1,13073030105,R-2
639,082J293,1993,1471,71900,3,2021,4,2021-4,48.87831407,POINT (678480.5285573372 1287332.2290007197),1,13073030105,R-2
642,082J296,1993,1814,164000,3,2019,8,2019-8,90.40793826,POINT (678600.3429435687 1287140.4542277108),1,13073030105,R-2
673,083 050,1999,1243,86000,3,2018,2,2018-2,69.18744972,POINT (683943.2206548847 1278235.0800209073),1,13073030106,A-R
675,083 050B,1999,1243,85000,3,2018,11,2018-11,68.38294449,POINT (683943.6388454927 1278319.305710558),1,13073030106,A-R
676,083 050C,1999,1243,76000,3,2019,3,2019-3,61.14239743,POINT (683934.0936118598 1278362.565823192),1,13073030106,A-R
679,083 051B,1998,1262,92500,2,2020,4,2020-4,73.29635499,POINT (683739.1436055239 1278252.8128512665),1,13073030106,A-R
683,083 053,1998,1091,165000,2,2023,4,2023-4,151.2373969,POINT (683570.6942302726 1278230.0233612857),1,13073030106,A-R
688,083 054D,1998,1078,89000,2,2019,10,2019-10,82.56029685,POINT (683670.2847797076 1278309.9201175072),1,13073030106,A-R
689,083 055,1999,1073,110000,2,2021,11,2021-11,102.5163094,POINT (683714.7057170809 1278316.933406841),1,13073030106,A-R
698,083 057,2000,1488,113000,2,2020,1,2020-1,75.94086022,POINT (683327.1698650343 1278251.573321841),1,13073030106,A-R
703,084 160A,2017,3188,581000,5,2019,11,2019-11,182.2459222,POINT (691117.8322859668 1291966.3157135707),1,13073030107,R-2
707,084 163,2015,3409,565000,4,2018,4,2018-4,165.737753,POINT (691313.0318707107 1292103.7635559826),1,13073030107,R-2
711,084 167,2019,2462,542210,5,2019,8,2019-8,220.2315191,POINT (691608.5682773076 1292123.9077797215),1,13073030107,R-2
714,084 169,2019,3068,547900,4,2019,7,2019-7,178.5853977,POINT (691681.5178111574 1291925.3350673176),1,13073030107,R-2
715,084 170,2017,2684,682800,4,2023,7,2023-7,254.3964232,POINT (691659.5380734963 1291855.8072107914),1,13073030107,R-2
719,084 174,2016,3164,475000,4,2018,12,2018-12,150.1264223,POINT (691595.3686546148 1291587.869767029),1,13073030107,R-2
724,084 179,2019,3824,745000,5,2019,7,2019-7,194.8221757,POINT (691494.5712637074 1291952.2167203596),1,13073030107,R-2
725,084 180,2018,3364,750000,4,2023,12,2023-12,222.9488704,POINT (691341.7593205291 1291918.736250751),1,13073030107,R-2
728,084 183,2015,2988,525000,4,2020,10,2020-10,175.7028112,POINT (691272.3357392405 1291699.8412029746),1,13073030107,R-2
730,084 185,2016,3282,515000,4,2018,12,2018-12,156.9165143,POINT (691386.1569679985 1291662.5699307066),1,13073030107,R-2
732,084 188,2018,4687,895000,6,2020,6,2020-6,190.9537017,POINT (692422.642404714 1290704.374485824),1,13073030107,R-2
733,084 189,2018,3522,897500,3,2022,11,2022-11,254.826803,POINT (692490.6691071937 1290773.5196908833),1,13073030107,R-2
734,084 190,2019,3764,711000,6,2020,1,2020-1,188.8947928,POINT (692556.8556308115 1290841.6683502009),1,13073030107,R-2
737,084 193,2016,4088,750000,5,2020,7,2020-7,183.4637965,POINT (692768.1159578419 1291053.0606667688),1,13073030107,R-2
743,084 202,2018,4372,905000,6,2021,6,2021-6,206.9990851,POINT (692667.2542834503 1290674.0718050438),1,13073030107,R-2
744,084 203A,2017,6053,1449000,6,2020,12,2020-12,239.3854287,POINT (692599.4520032908 1290568.4424477932),1,13073030107,R-2
749,084 207,2018,3525,478000,5,2018,6,2018-6,135.6028369,POINT (690606.4071193201 1291925.9445249191),1,13073030107,R-2
750,084 208,2020,2972,598551,4,2020,9,2020-9,201.3967026,POINT (690721.9314067578 1291903.5282619386),1,13073030107,R-2
772,072M153,1993,3242,330000,5,2020,6,2020-6,101.7890191,POINT (663677.378596753 1291557.0004886389),1,13073030311,R-2
778,072M162,1991,2893,347900,4,2020,6,2020-6,120.2557898,POINT (664077.5741351811 1291760.1604747586),1,13073030311,R-2
789,072M173,1993,2848,328500,4,2020,7,2020-7,115.3441011,POINT (664739.2394527913 1291849.518277962),1,13073030311,R-2
792,072M176,1995,2877,290000,4,2019,9,2019-9,100.7994439,POINT (664470.0275694028 1292518.3926594371),1,13073030311,R-2
829,039 031,1950,1860,60544,3,2020,2,2020-2,32.55053763,POINT (620047.0049955166 1287177.7799143551),4,13073030403,R-A
831,039 032B,2000,1462,95000,3,2022,9,2022-9,64.97948016,POINT (620843.2608861185 1286507.2156831846),4,13073030403,R-A
837,039 035,2023,2589,74533,3,2022,8,2022-8,28.78833526,POINT (621485.9527140154 1286940.684768247),4,13073030403,R-A
853,039 325,2023,3465,703400,4,2023,3,2023-3,203.001443,POINT (623545.5864050507 1278392.6940530706),4,13073030403,R-1
854,039 326,2023,3229,85000,5,2022,8,2022-8,26.3239393,POINT (623766.7969623595 1278444.741293292),4,13073030403,R-1
855,039 327,2023,3315,642718,4,2023,2,2023-2,193.8817496,POINT (623989.1357499216 1278464.1605935565),4,13073030403,R-1
858,039 330,2023,2999,99000,4,2023,3,2023-3,33.01100367,POINT (624475.879633367 1277961.0694351313),4,13073030403,R-1
859,039 331,2023,2810,88000,4,2023,3,2023-3,31.31672598,POINT (624445.3916535636 1277725.3564099742),4,13073030403,R-1
860,039 332,2023,3335,92000,4,2023,3,2023-3,27.5862069,POINT (624518.6982102195 1277565.8397041745),4,13073030403,R-1
863,039 335,2023,3155,100000,4,2023,2,2023-2,31.69572108,POINT (625034.8434614267 1277346.3365384787),4,13073030403,R-1
868,039 340,2023,3919,757540,5,2023,2,2023-2,193.299311,POINT (624104.7117295094 1277274.5909669483),4,13073030403,R-1
869,039 341,2023,3738,669900,7,2023,6,2023-6,179.2134831,POINT (623922.6708920618 1277416.1499062488),4,13073030403,R-1
870,039 342,2023,4229,110000,4,2022,3,2022-3,26.01087728,POINT (623779.296304343 1277534.011806489),4,13073030403,R-1
871,039 343,2023,3014,645000,4,2023,9,2023-9,214.0013271,POINT (623722.0645619972 1277682.8529934383),4,13073030403,R-1
873,039 345,2023,4636,699800,5,2023,11,2023-11,150.949094,POINT (623873.9985606791 1278030.0814982574),4,13073030403,R-1
874,039 346,2023,3142,643675,3,2023,3,2023-3,204.8615532,POINT (623676.8646393192 1277998.3176004451),4,13073030403,R-1
875,039 347,2023,2971,619000,4,2023,1,2023-1,208.3473578,POINT (623514.1318284869 1277934.8818850073),4,13073030403,R-1
876,039 348,2023,2731,549000,4,2023,3,2023-3,201.0252655,POINT (623333.8205760067 1277873.496166965),4,13073030403,R-1
877,039A001,1988,1913,332000,3,2023,5,2023-5,173.5493988,POINT (617377.5025822811 1284725.4020677758),4,13073030403,R-A
884,039A008A,1994,1582,245000,3,2020,7,2020-7,154.8672566,POINT (617908.2460472307 1285831.6938511867),4,13073030403,R-A
885,039A010,1988,2009,320000,3,2023,3,2023-3,159.2832255,POINT (617942.2272482554 1286029.1143900414),4,13073030403,R-A
886,039A011,1997,1893,195000,3,2019,9,2019-9,103.0110935,POINT (617990.414042777 1286146.8126130777),4,13073030403,R-A
891,039A016,1988,1886,134000,3,2019,3,2019-3,71.04984093,POINT (618519.8090796771 1285516.7545993757),4,13073030403,R-A
899,041 023V,2011,3263,567500,5,2023,7,2023-7,173.9197058,POINT (620470.2990356346 1262468.0606961234),4,13073030503,R-A
901,041 023X,2013,3546,465000,5,2020,11,2020-11,131.1336717,POINT (619521.6429018195 1263388.4236347426),4,13073030503,R-A
902,041 023Y,2013,3063,430000,5,2019,5,2019-5,140.3852432,POINT (618905.1929049293 1263263.0167286105),4,13073030503,R-A
916,041 036C,1998,1960,235000,3,2022,12,2022-12,119.8979592,POINT (621435.7541401718 1260497.8308214084),4,13073030503,R-A
923,041 038,1984,880,110000,2,2020,5,2020-5,125,POINT (620599.6459148449 1261397.570781397),4,13073030503,R-A
931,041 043D,1995,1782,81000,3,2018,4,2018-4,45.45454545,POINT (621154.3441477723 1262517.591283213),4,13073030503,R-A
937,041 043J,1995,924,100000,3,2021,10,2021-10,108.2251082,POINT (621150.526769732 1262153.2764766102),4,13073030503,R-A
957,042 080B,2023,2432,55000,4,2021,3,2021-3,22.61513158,POINT (622799.2241802794 1251161.257164345),4,13073030503,R-A
965,042 089C,2022,1700,170000,3,2020,4,2020-4,100,POINT (620860.8817538441 1252101.0479694435),4,13073030503,R-A
981,042 098,2002,1246,179900,3,2022,8,2022-8,144.3820225,POINT (620909.7624095723 1251114.9291447715),4,13073030503,R-A
982,042 099,2013,1498,248000,3,2023,5,2023-5,165.5540721,POINT (621060.1324881208 1251106.9135615851),4,13073030503,R-A
983,042 100,1985,1152,165000,3,2021,9,2021-9,143.2291667,POINT (621252.0830299708 1251097.7728147618),4,13073030503,R-A
1000,042 365,1995,1251,205000,3,2021,10,2021-10,163.8689049,POINT (616841.48914469 1247114.2161117513),4,13073030503,R-A
1003,042 368,2022,2997,579000,5,2022,11,2022-11,193.1931932,POINT (622062.8876861815 1254629.0355577492),4,13073030503,R-A
1007,042A004,1970,600,180000,2,2018,6,2018-6,300,POINT (618133.595414058 1253191.2821872833),4,13073030503,R-A
1012,042A009,1971,912,160000,2,2022,9,2022-9,175.4385965,POINT (617836.5712349307 1252256.8361854346),4,13073030503,R-A
1013,042A010,1973,880,210000,2,2023,3,2023-3,238.6363636,POINT (617772.9327876505 1252122.3463047338),4,13073030503,R-A
1027,042A017B,1993,1404,122000,3,2022,7,2022-7,86.89458689,POINT (616720.303953146 1251728.1137813197),4,13073030503,R-A
1038,042A024A,1989,2611,239900,3,2018,3,2018-3,91.88050555,POINT (617807.622934391 1253192.714876041),4,13073030503,R-A
